,gkz,ort,lat,lon
25623,08437047,Hettingen,48.21638870239258,9.231969833374023
25684,08425035,Emeringen,48.23426055908203,9.51749038696289
25686,08425090,Obermarchtal,48.233238220214844,9.5685396194458
25687,08426008,Altheim,48.145931243896484,9.446430206298828
25688,08426035,Dürmentingen,48.11296081542969,9.534379959106445
25692,08426121,Unlingen,48.167850494384766,9.522379875183105
26325,08417029,Hausen am Tann,48.198299407958984,8.83672046661377
26335,08417063,Straßberg,48.17290115356445,9.095060348510742
26676,08437101,Scheer,48.07316970825195,9.294170379638672
26823,08425004,Altheim,48.145931243896484,9.446430206298828
26829,08425017,Berghülen,48.463279724121094,9.766839981079102
26832,08425022,Börslingen,48.539329528808594,10.062849998474121
26833,08425024,Breitingen,48.51721954345703,9.99174976348877
26837,08425036,Emerkingen,48.21472930908203,9.656240463256836
26839,08425050,Griesingen,48.26802062988281,9.78711986541748
26840,08425055,Hausen am Bussen,48.2116584777832,9.625499725341797
26841,08425062,Holzkirch,48.53205871582031,9.994429588317871
26842,08425064,Hüttisheim,48.280120849609375,9.942259788513184
26843,08425066,Illerrieden,48.270179748535156,10.055830001831055
26846,08425073,Lauterach,48.25511169433594,9.581459999084473
26850,08425083,Neenstetten,48.54534149169922,10.020790100097656
26852,08425085,Nerenstetten,48.52962112426758,10.099430084228516
26853,08425088,Oberdischingen,48.302459716796875,9.829500198364258
26855,08425091,Oberstadion,48.18561935424805,9.690739631652832
26857,08425093,Öpfingen,48.28538131713867,9.802729606628418
26859,08425098,Rechtenstein,48.2412109375,9.54481029510498
26860,08425104,Rottenacker,48.23273849487305,9.687470436096191
26862,08425110,Schnürpflingen,48.2725715637207,9.99193000793457
26863,08425112,Setzingen,48.537960052490234,10.129509925842285
26864,08425123,Untermarchtal,48.23810958862305,9.607629776000977
26865,08425124,Unterstadion,48.20397186279297,9.690059661865234
26872,08425140,Balzheim,48.179500579833984,10.076459884643555
26876,08426011,Attenweiler,48.13502883911133,9.698769569396973
26879,08426019,Berkheim,48.03974914550781,10.084269523620605
26882,08426031,Dettingen an der Iller,48.10084915161133,10.114299774169922
26885,08426043,Erlenmoos,48.06338882446289,9.974749565124512
26886,08426044,Erolzheim,48.091190338134766,10.07406997680664
26888,08426058,Hochdorf,48.02511978149414,9.786910057067871
26890,08426065,Kirchberg an der Iller,48.13261032104492,10.08158016204834
26891,08426066,Kirchdorf an der Iller,48.077789306640625,10.12324047088623
26901,08426113,Steinhausen an der Rottum,48.023460388183594,9.95598030090332
26902,08426117,Tannheim,47.99837112426758,10.082380294799805
26906,08426125,Wain,48.18741989135742,10.017180442810059
26909,08426135,Gutenzell-Hürbel,48.113739013671875,9.996979713439941
26918,08436004,Aitrach,47.940250396728516,10.087630271911621
27213,08425052,Grundsheim,48.17824172973633,9.66746997833252
27230,08425125,Unterwachingen,48.20314025878906,9.64352035522461
27622,08426005,Alleshausen,48.10295867919922,9.621959686279297
27626,08426020,Betzenweiler,48.11796188354492,9.57446002960205
27629,08426036,Dürnau,48.64064025878906,9.637490272521973
27633,08426064,Kanzach,48.076988220214844,9.558870315551758
27638,08426078,Moosburg,48.08626174926758,9.597370147705078
27640,08426090,Oggelshausen,48.07033157348633,9.647689819335938
27642,08426109,Seekirch,48.10591125488281,9.641759872436523
27643,08426118,Tiefenbach,48.08654022216797,9.65233039855957
27659,08426006,Allmannsweiler,48.0293083190918,9.593689918518066
27695,08436093,Ebersbach-Musbach,47.95494842529297,9.579509735107422
27711,08436003,Aichstetten,47.8901481628418,10.077280044555664
27829,08436014,Bergatreute,47.84975051879883,9.747759819030762
28459,08436001,Achberg,47.615089416503906,9.716750144958496
28470,08436024,Ebenweiler,47.90037155151367,9.513230323791504
28471,08436032,Fleischwangen,47.87894058227539,9.479120254516602
28473,08436047,Hoßkirch,47.94078826904297,9.442489624023438
28478,08436069,Schlier,47.7706413269043,9.675430297851562
28480,08436079,Waldburg,47.75651168823242,9.71068000793457
28994,08436019,Boms,47.96841812133789,9.50907039642334
28996,08436027,Eichstegen,47.93867874145508,9.495659828186035
28999,08436053,Königseggwald,47.92649841308594,9.419960021972656
29001,08436067,Riedhausen,47.9080696105957,9.430999755859375
29002,08436077,Unterwaldhausen,47.90171813964844,9.469770431518555
29463,08436040,Guggenhausen,47.893680572509766,9.455089569091797
